sample_id,source_video_id,window_id,noise_level,mean_bubble_count,max_bubble_count,std_bubble_count,continuity_ratio,mean_vertical_chain,temporal_variance,prev3_mean_bubble_count,prev3_std_bubble_count,prev3_continuity_ratio,prev3_mean_vertical_chain,leak_evolution,label
NL_G16_SINGLE_BUBBLE_V003_W0015,NL_G16_SINGLE_BUBBLE_V003,15,10,1.6,3.0,1.173788,0.7,1.4,1.377778,1.3,1.159502,0.6,1.1,0.3,0
NL_G16_SINGLE_BUBBLE_V003_W0016,NL_G16_SINGLE_BUBBLE_V003,16,10,1.8,2.0,0.860717,0.8,1.1,0.740834,1.4,1.164264,0.633333,1.2,0.4,0
NL_G16_SINGLE_BUBBLE_V004_W0000,NL_G16_SINGLE_BUBBLE_V004,0,10,1.9,3.0,1.041654,0.8,1.2,1.085043,0.0,0.0,0.0,0.0,1.9,0
NL_G16_SINGLE_BUBBLE_V004_W0001,NL_G16_SINGLE_BUBBLE_V004,1,10,1.9,3.0,1.041654,0.8,1.2,1.085043,1.9,1.041654,0.8,1.2,0.0,0
NL_G16_SINGLE_BUBBLE_V004_W0002,NL_G16_SINGLE_BUBBLE_V004,2,10,1.3,3.0,1.159502,0.6,1.1,1.344445,1.9,1.041654,0.8,1.2,-0.6,0
NL_G16_SINGLE_BUBBLE_V004_W0003,NL_G16_SINGLE_BUBBLE_V004,3,10,1.3,3.0,1.159502,0.6,1.1,1.344445,1.7,1.080937,0.733333,1.166667,-0.4,0
NL_G16_SINGLE_BUBBLE_V004_W0004,NL_G16_SINGLE_BUBBLE_V004,4,10,1.3,3.0,1.159502,0.6,1.1,1.344445,1.5,1.120219,0.666667,1.133333,-0.2,0
NL_G16_SINGLE_BUBBLE_V004_W0005,NL_G16_SINGLE_BUBBLE_V004,5,10,1.3,3.0,1.159502,0.6,1.1,1.344445,1.3,1.159502,0.6,1.1,0.0,0
NL_G16_SINGLE_BUBBLE_V004_W0006,NL_G16_SINGLE_BUBBLE_V004,6,10,1.3,3.0,1.159502,0.6,1.1,1.344445,1.3,1.159502,0.6,1.1,0.0,0
NL_G16_SINGLE_BUBBLE_V004_W0007,NL_G16_SINGLE_BUBBLE_V004,7,10,1.3,3.0,1.159502,0.6,1.1,1.344445,1.3,1.159502,0.6,1.1,0.0,0
NL_G16_SINGLE_BUBBLE_V004_W0008,NL_G16_SINGLE_BUBBLE_V004,8,10,1.3,3.0,1.159502,0.6,1.1,1.344445,1.3,1.159502,0.6,1.1,0.0,0
NL_G16_SINGLE_BUBBLE_V004_W0009,NL_G16_SINGLE_BUBBLE_V004,9,10,1.3,3.0,1.159502,0.6,1.1,1.344445,1.3,1.159502,0.6,1.1,0.0,0
NL_G16_SINGLE_BUBBLE_V004_W0010,NL_G16_SINGLE_BUBBLE_V004,10,10,1.3,3.0,1.159502,0.6,1.1,1.344445,1.3,1.159502,0.6,1.1,0.0,0
NL_G16_SINGLE_BUBBLE_V004_W0011,NL_G16_SINGLE_BUBBLE_V004,11,10,1.3,3.0,1.159502,0.6,1.1,1.344445,1.3,1.159502,0.6,1.1,0.0,0
NL_G16_SINGLE_BUBBLE_V004_W0012,NL_G16_SINGLE_BUBBLE_V004,12,10,1.3,3.0,1.159502,0.6,1.1,1.344445,1.3,1.159502,0.6,1.1,0.0,0
NL_G16_SINGLE_BUBBLE_V004_W0013,NL_G16_SINGLE_BUBBLE_V004,13,10,1.3,3.0,1.159502,0.6,1.1,1.344445,1.3,1.159502,0.6,1.1,0.0,0
NL_G16_SINGLE_BUBBLE_V004_W0014,NL_G16_SINGLE_BUBBLE_V004,14,10,1.9,3.0,1.041654,0.8,1.2,1.085043,1.3,1.159502,0.6,1.1,0.6,0
NL_G20_500UL_V002_W0002,NL_G20_500UL_V002,2,10,2.9,3.0,1.238648,0.9,1.7,1.534249,0.0,0.0,0.0,0.0,2.9,0
NL_G20_500UL_V002_W0003,NL_G20_500UL_V002,3,10,2.1,5.0,1.628102,0.7,1.1,2.650716,2.9,1.238648,0.9,1.7,-0.8,0
NL_G20_500UL_V002_W0004,NL_G20_500UL_V002,4,10,2.0,2.0,0.700153,0.9,1.4,0.490214,2.5,1.433375,0.8,1.4,-0.5,0
NL_G20_500UL_V002_W0005,NL_G20_500UL_V002,5,10,2.1,2.1,0.666801,0.9,1.5,0.444624,2.333333,1.188968,0.833333,1.4,-0.233333,0
NL_G20_500UL_V002_W0006,NL_G20_500UL_V002,6,10,1.2,4.0,1.441971,0.5,1.2,2.07928,2.066667,0.998352,0.833333,1.333333,-0.866667,0
NL_G20_500UL_V002_W0008,NL_G20_500UL_V002,8,10,1.8,3.0,1.032796,0.8,1.4,1.066668,1.766667,0.936308,0.766667,1.366667,0.033333,0
NL_G20_500UL_V002_W0009,NL_G20_500UL_V002,9,10,1.7,4.0,1.636392,0.6,1.4,2.677779,1.7,1.047189,0.733333,1.366667,0.0,0
NL_G20_500UL_V002_W0010,NL_G20_500UL_V002,10,10,1.9,4.0,1.628102,0.7,1.0,2.650716,1.566667,1.370386,0.633333,1.333333,0.333333,0
NL_G20_500UL_V002_W0011,NL_G20_500UL_V002,11,10,2.3,4.0,1.159502,0.6,2.1,1.344445,1.8,1.43243,0.7,1.266667,0.5,0
NL_G20_500UL_V002_W0012,NL_G20_500UL_V002,12,10,1.8,4.0,1.733511,0.7,1.0,3.00506,1.966667,1.474665,0.633333,1.5,-0.166667,0
NL_G20_500UL_V002_W0013,NL_G20_500UL_V002,13,10,1.9,4.0,1.628102,0.7,1.0,2.650716,2.0,1.507039,0.666667,1.366667,-0.1,0
NL_G20_500UL_V002_W0014,NL_G20_500UL_V002,14,10,1.7,4.0,1.636392,0.6,1.4,2.677779,2.0,1.507039,0.666667,1.366667,-0.3,0
NL_G20_500UL_V002_W0018,NL_G20_500UL_V002,18,10,2.1,3.0,1.219914,0.8,1.4,1.48819,1.8,1.666002,0.666667,1.133333,0.3,0
NL_G20_500UL_V002_W0019,NL_G20_500UL_V002,19,10,1.9,4.0,1.628102,0.7,1.0,2.650716,1.9,1.494803,0.7,1.266667,0.0,0
NL_G20_500UL_V002_W0020,NL_G20_500UL_V002,20,10,2.3,4.0,1.159502,0.6,2.1,1.344445,1.9,1.494803,0.7,1.266667,0.4,0
NL_G20_500UL_V002_W0021,NL_G20_500UL_V002,21,10,1.8,4.0,1.733511,0.7,1.0,3.00506,2.1,1.335839,0.7,1.5,-0.3,0
NL_G20_500UL_V002_W0022,NL_G20_500UL_V002,22,10,2.0,3.0,1.101555,0.8,1.6,1.213423,2.0,1.507039,0.666667,1.366667,0.0,0
NL_G20_500UL_V002_W0025,NL_G20_500UL_V002,25,10,1.8,3.0,1.032796,0.8,1.4,1.066668,2.033333,1.331523,0.7,1.566667,-0.233333,0
NL_G20_500UL_V002_W0026,NL_G20_500UL_V002,26,10,1.7,3.0,1.398377,0.7,1.4,1.955458,1.866667,1.289287,0.766667,1.333333,-0.166667,0
NL_G20_500UL_V002_W0027,NL_G20_500UL_V002,27,10,2.3,4.0,1.159502,0.6,2.1,1.344445,1.833333,1.177576,0.766667,1.466667,0.466667,0
NL_G20_500UL_V002_W0028,NL_G20_500UL_V002,28,10,2.3,4.0,1.159502,0.6,2.1,1.344445,1.933333,1.196891,0.7,1.633333,0.366667,0
NL_G20_500UL_V002_W0029,NL_G20_500UL_V002,29,10,1.9,2.0,0.710801,0.9,1.3,0.505238,2.1,1.239127,0.633333,1.866667,-0.2,0
NL_G20_500UL_V004_W0000,NL_G20_500UL_V004,0,10,1.7,2.0,0.851175,0.8,1.3,0.724499,0.0,0.0,0.0,0.0,1.7,0
NL_G20_500UL_V004_W0001,NL_G20_500UL_V004,1,10,1.9,4.0,1.628102,0.7,1.0,2.650716,1.7,0.851175,0.8,1.3,0.2,0
NL_G20_500UL_V004_W0002,NL_G20_500UL_V004,2,10,2.0,4.0,1.399587,0.8,1.5,1.958844,1.8,1.239639,0.75,1.15,0.2,0
NL_G20_500UL_V004_W0005,NL_G20_500UL_V004,5,10,1.8,3.0,1.032796,0.8,1.4,1.066668,1.866667,1.292955,0.766667,1.266667,-0.066667,0
NL_G20_500UL_V004_W0006,NL_G20_500UL_V004,6,10,2.1,2.1,0.666801,0.9,1.5,0.444624,1.9,1.353495,0.766667,1.3,0.2,0
NL_G20_500UL_V004_W0007,NL_G20_500UL_V004,7,10,2.3,4.0,1.159502,0.6,2.1,1.344445,1.966667,1.033061,0.833333,1.466667,0.333333,0
NL_G20_500UL_V004_W0008,NL_G20_500UL_V004,8,10,1.6,2.0,0.843274,0.8,1.2,0.711111,2.066667,0.953033,0.766667,1.666667,-0.466667,0
NL_G20_500UL_V004_W0009,NL_G20_500UL_V004,9,10,1.8,4.0,1.733511,0.7,1.0,3.00506,2.0,0.889859,0.766667,1.6,-0.2,0
NL_G20_500UL_V004_W0010,NL_G20_500UL_V004,10,10,1.7,4.0,1.636392,0.6,1.4,2.677779,1.9,1.245429,0.7,1.433333,-0.2,0
NL_G20_500UL_V004_W0013,NL_G20_500UL_V004,13,10,1.8,3.0,1.032796,0.8,1.4,1.066668,1.7,1.404392,0.7,1.2,0.1,0
NL_G20_500UL_V004_W0014,NL_G20_500UL_V004,14,10,2.8,3.0,1.232085,0.9,1.7,1.518033,1.766667,1.467566,0.7,1.266667,1.033333,0
NL_G20_500UL_V004_W0015,NL_G20_500UL_V004,15,10,1.8,4.0,1.733511,0.7,1.0,3.00506,2.1,1.300424,0.766667,1.5,-0.3,0
NL_G20_500UL_V004_W0016,NL_G20_500UL_V004,16,10,2.3,3.0,0.751401,0.9,1.6,0.564603,2.133333,1.332797,0.8,1.366667,0.166667,0
NL_G20_500UL_V004_W0017,NL_G20_500UL_V004,17,10,1.8,4.0,1.733511,0.7,1.0,3.00506,2.3,1.238999,0.833333,1.433333,-0.5,0
NL_G20_500UL_V004_W0018,NL_G20_500UL_V004,18,10,2.0,3.0,1.13313,0.8,1.3,1.283984,1.966667,1.406141,0.766667,1.2,0.033333,0
NL_G22_SINGLE_BUBBLE_V001_W0000,NL_G22_SINGLE_BUBBLE_V001,0,10,2.3,3.0,0.751401,0.9,1.0,0.564603,0.0,0.0,0.0,0.0,2.3,0
NL_G22_SINGLE_BUBBLE_V001_W0001,NL_G22_SINGLE_BUBBLE_V001,1,10,2.0,4.0,1.642548,0.6,1.1,2.697964,2.3,0.751401,0.9,1.0,-0.3,0
NL_G22_SINGLE_BUBBLE_V001_W0002,NL_G22_SINGLE_BUBBLE_V001,2,10,1.6,3.0,1.173788,0.7,1.4,1.377778,2.15,1.196974,0.75,1.05,-0.55,0
NL_G22_SINGLE_BUBBLE_V001_W0003,NL_G22_SINGLE_BUBBLE_V001,3,10,1.9,3.0,1.041654,0.8,1.2,1.085043,1.966667,1.189246,0.733333,1.166667,-0.066667,0
NL_G22_SINGLE_BUBBLE_V001_W0004,NL_G22_SINGLE_BUBBLE_V001,4,10,1.7,4.0,1.636392,0.6,1.4,2.677779,1.833333,1.285997,0.7,1.233333,-0.133333,0
NL_G22_SINGLE_BUBBLE_V001_W0005,NL_G22_SINGLE_BUBBLE_V001,5,10,1.6,4.0,1.642548,0.6,1.2,2.697964,1.733333,1.283944,0.7,1.333333,-0.133333,0
NL_G22_SINGLE_BUBBLE_V001_W0006,NL_G22_SINGLE_BUBBLE_V001,6,10,1.4,4.0,1.47573,0.6,1.2,2.177779,1.733333,1.440198,0.666667,1.266667,-0.333333,0
NL_G22_SINGLE_BUBBLE_V001_W0007,NL_G22_SINGLE_BUBBLE_V001,7,10,1.4,4.0,1.47573,0.6,1.1,2.177779,1.566667,1.58489,0.6,1.266667,-0.166667,0
NL_G22_SINGLE_BUBBLE_V001_W0008,NL_G22_SINGLE_BUBBLE_V001,8,10,1.8,3.0,1.032796,0.8,1.4,1.066668,1.466667,1.531336,0.6,1.166667,0.333333,0
NL_G22_SINGLE_BUBBLE_V001_W0012,NL_G22_SINGLE_BUBBLE_V001,12,10,1.8,3.0,1.032796,0.8,1.4,1.066668,1.533333,1.328085,0.666667,1.233333,0.266667,0
NL_G22_SINGLE_BUBBLE_V001_W0016,NL_G22_SINGLE_BUBBLE_V001,16,10,1.8,3.0,1.032796,0.8,1.4,1.066668,1.666667,1.18044,0.733333,1.3,0.133333,0
NL_G22_SINGLE_BUBBLE_V001_W0017,NL_G22_SINGLE_BUBBLE_V001,17,10,1.8,3.0,1.032796,0.8,1.4,1.066668,1.8,1.032796,0.8,1.4,0.0,0
NL_G22_SINGLE_BUBBLE_V001_W0021,NL_G22_SINGLE_BUBBLE_V001,21,10,1.7,4.0,1.636392,0.6,1.4,2.677779,1.8,1.032796,0.8,1.4,-0.1,0
NL_G24_500UL_V006_W0000,NL_G24_500UL_V006,0,10,2.0,3.0,1.13313,0.8,1.2,1.283984,0.0,0.0,0.0,0.0,2.0,0
NL_G24_500UL_V006_W0001,NL_G24_500UL_V006,1,10,1.1,3.0,1.192494,0.5,1.0,1.422042,2.0,1.13313,0.8,1.2,-0.9,0
NL_G24_500UL_V006_W0002,NL_G24_500UL_V006,2,10,4.3,7.0,2.172749,0.9,2.1,4.720838,1.55,1.162812,0.65,1.1,2.75,0
NL_G24_500UL_V006_W0003,NL_G24_500UL_V006,3,10,5.6,7.0,1.421266,1.0,2.9,2.019997,2.466667,1.499458,0.733333,1.433333,3.133333,0
NL_G24_500UL_V006_W0004,NL_G24_500UL_V006,4,10,5.2,6.0,1.148853,1.0,2.9,1.319863,3.666667,1.595503,0.8,2.0,1.533333,0
NL_G24_500UL_V006_W0005,NL_G24_500UL_V006,5,10,5.4,7.0,1.331661,1.0,2.6,1.773321,5.033333,1.580956,0.966667,2.633333,0.366667,0
NL_G24_500UL_V006_W0006,NL_G24_500UL_V006,6,10,3.3,4.0,1.58603,0.9,1.6,2.515491,5.4,1.300593,1.0,2.8,-2.1,0
NL_G24_500UL_V006_W0007,NL_G24_500UL_V006,7,10,2.1,4.0,0.975461,0.9,1.3,0.951524,4.633333,1.355515,0.966667,2.366667,-2.533333,0
NL_STATIC_DENSE_V003_W0000,NL_STATIC_DENSE_V003,0,10,89.3,90.53,1.13,0.99,3.07,1.2769,0.0,0.0,0.0,0.0,89.3,0
NL_STATIC_DENSE_V003_W0001,NL_STATIC_DENSE_V003,1,10,84.15,85.18,1.94,0.997,2.86,3.7636,89.3,1.13,0.99,3.07,-5.15,0
NL_STATIC_DENSE_V003_W0002,NL_STATIC_DENSE_V003,2,10,62.9,64.38,0.52,0.995,2.34,0.2704,86.725,1.535,0.9935,2.965,-23.825,0
NL_STATIC_DENSE_V003_W0003,NL_STATIC_DENSE_V003,3,10,85.57,87.9,1.39,0.999,2.87,1.9321,78.783333,1.196667,0.994,2.756667,6.786667,0
NL_STATIC_DENSE_V003_W0004,NL_STATIC_DENSE_V003,4,10,85.67,87.71,0.6,0.998,2.96,0.36,77.54,1.283333,0.997,2.69,8.13,0
NL_STATIC_DENSE_V003_W0005,NL_STATIC_DENSE_V003,5,10,77.15,79.19,1.15,0.993,2.72,1.3225,78.046667,0.836667,0.997333,2.723333,-0.896667,0
NL_STATIC_DENSE_V003_W0006,NL_STATIC_DENSE_V003,6,10,77.75,80.16,0.86,0.995,2.67,0.7396,82.796667,1.046667,0.996667,2.85,-5.046667,0
NL_STATIC_DENSE_V003_W0007,NL_STATIC_DENSE_V003,7,10,75.19,77.46,0.61,0.993,2.66,0.3721,80.19,0.87,0.995333,2.783333,-5.0,0
NL_STATIC_DENSE_V003_W0008,NL_STATIC_DENSE_V003,8,10,74.46,75.85,1.42,0.993,2.61,2.0164,76.696667,0.873333,0.993667,2.683333,-2.236667,0
NL_STATIC_DENSE_V003_W0009,NL_STATIC_DENSE_V003,9,10,70.17,72.77,1.36,0.995,2.52,1.8496,75.8,0.963333,0.993667,2.646667,-5.63,0
NL_STATIC_DENSE_V003_W0010,NL_STATIC_DENSE_V003,10,10,75.22,77.97,1.24,0.997,2.78,1.5376,73.273333,1.13,0.993667,2.596667,1.946667,0
NL_STATIC_DENSE_V003_W0011,NL_STATIC_DENSE_V003,11,10,81.42,83.64,0.96,0.998,2.93,0.9216,73.283333,1.34,0.995,2.636667,8.136667,0
NL_STATIC_DENSE_V003_W0012,NL_STATIC_DENSE_V003,12,10,78.11,80.49,0.67,0.994,2.75,0.4489,75.603333,1.186667,0.996667,2.743333,2.506667,0
NL_STATIC_DENSE_V003_W0013,NL_STATIC_DENSE_V003,13,10,70.64,73.53,1.5,0.997,2.55,2.25,78.25,0.956667,0.996333,2.82,-7.61,0
NL_STATIC_DENSE_V003_W0014,NL_STATIC_DENSE_V003,14,10,81.72,82.96,1.85,0.991,2.85,3.4225,76.723333,1.043333,0.996333,2.743333,4.996667,0
NL_STATIC_DENSE_V003_W0015,NL_STATIC_DENSE_V003,15,10,61.31,62.56,1.34,0.993,2.39,1.7956,76.823333,1.34,0.994,2.716667,-15.513333,0
NL_STATIC_DENSE_V003_W0016,NL_STATIC_DENSE_V003,16,10,69.19,71.77,1.17,0.998,2.6,1.3689,71.223333,1.563333,0.993667,2.596667,-2.033333,0
NL_STATIC_DENSE_V003_W0017,NL_STATIC_DENSE_V003,17,10,78.03,80.44,1.53,0.994,2.69,2.3409,70.74,1.453333,0.994,2.613333,7.29,0
NL_STATIC_DENSE_V003_W0018,NL_STATIC_DENSE_V003,18,10,79.37,81.65,1.01,0.991,2.77,1.0201,69.51,1.346667,0.995,2.56,9.86,0
NL_STATIC_DENSE_V003_W0019,NL_STATIC_DENSE_V003,19,10,73.62,76.0,0.71,0.995,2.55,0.5041,75.53,1.236667,0.994333,2.686667,-1.91,0
NL_STATIC_DENSE_V003_W0020,NL_STATIC_DENSE_V003,20,10,64.8,65.85,1.63,0.995,2.39,2.6569,77.006667,1.083333,0.993333,2.67,-12.206667,0
NL_STATIC_DENSE_V003_W0021,NL_STATIC_DENSE_V003,21,10,84.8,87.77,0.93,1.0,2.89,0.8649,72.596667,1.116667,0.993667,2.57,12.203333,0
NL_STATIC_DENSE_V003_W0022,NL_STATIC_DENSE_V003,22,10,82.86,85.52,1.16,0.993,2.82,1.3456,74.406667,1.09,0.996667,2.61,8.453333,0
NL_STATIC_DENSE_V003_W0023,NL_STATIC_DENSE_V003,23,10,70.42,72.58,0.71,0.994,2.59,0.5041,77.486667,1.24,0.996,2.7,-7.066667,0
NL_STATIC_DENSE_V003_W0024,NL_STATIC_DENSE_V003,24,10,78.62,80.02,1.09,0.99,2.76,1.1881,79.36,0.933333,0.995667,2.766667,-0.74,0
NL_STATIC_DENSE_V003_W0025,NL_STATIC_DENSE_V003,25,10,86.1,87.36,1.69,0.991,3.01,2.8561,77.3,0.986667,0.992333,2.723333,8.8,0
NL_STATIC_DENSE_V003_W0026,NL_STATIC_DENSE_V003,26,10,74.5,77.23,1.38,0.994,2.62,1.9044,78.38,1.163333,0.991667,2.786667,-3.88,0
NL_STATIC_DENSE_V003_W0027,NL_STATIC_DENSE_V003,27,10,85.97,88.93,1.11,0.998,3.0,1.2321,79.74,1.386667,0.991667,2.796667,6.23,0
NL_STATIC_DENSE_V003_W0028,NL_STATIC_DENSE_V003,28,10,85.41,88.2,0.59,0.999,2.92,0.3481,82.19,1.393333,0.994333,2.876667,3.22,0
NL_STATIC_DENSE_V003_W0029,NL_STATIC_DENSE_V003,29,10,81.68,84.07,0.7,0.993,2.81,0.49,81.96,1.026667,0.997,2.846667,-0.28,0
NL_STATIC_DENSE_V003_W0030,NL_STATIC_DENSE_V003,30,10,80.3,82.96,0.94,0.99,2.85,0.8836,84.353333,0.8,0.996667,2.91,-4.053333,0
NL_STATIC_DENSE_V003_W0031,NL_STATIC_DENSE_V003,31,10,82.98,85.68,1.42,0.991,2.87,2.0164,82.463333,0.743333,0.994,2.86,0.516667,0
NL_STATIC_DENSE_V003_W0032,NL_STATIC_DENSE_V003,32,10,84.25,87.14,0.61,1.0,2.91,0.3721,81.653333,1.02,0.991333,2.843333,2.596667,0
NL_STATIC_DENSE_V003_W0033,NL_STATIC_DENSE_V003,33,10,62.19,63.99,0.94,0.992,2.32,0.8836,82.51,0.99,0.993667,2.876667,-20.32,0
NL_STATIC_DENSE_V003_W0034,NL_STATIC_DENSE_V003,34,10,66.78,69.06,1.97,0.996,2.45,3.8809,76.473333,0.99,0.994333,2.7,-9.693333,0
NL_STATIC_DENSE_V003_W0035,NL_STATIC_DENSE_V003,35,10,78.74,79.89,1.52,0.992,2.81,2.3104,71.073333,1.173333,0.996,2.56,7.666667,0
NL_STATIC_DENSE_V003_W0036,NL_STATIC_DENSE_V003,36,10,68.14,70.14,0.93,0.991,2.54,0.8649,69.236667,1.476667,0.993333,2.526667,-1.096667,0
NL_STATIC_DENSE_V003_W0037,NL_STATIC_DENSE_V003,37,10,68.29,70.7,0.59,0.998,2.42,0.3481,71.22,1.473333,0.993,2.6,-2.93,0
NL_STATIC_DENSE_V003_W0038,NL_STATIC_DENSE_V003,38,10,85.28,86.91,1.68,0.999,2.92,2.8224,71.723333,1.013333,0.993667,2.59,13.556667,0
NL_STATIC_DENSE_V003_W0039,NL_STATIC_DENSE_V003,39,10,71.63,73.89,1.56,0.99,2.53,2.4336,73.903333,1.066667,0.996,2.626667,-2.273333,0
NL_STATIC_DENSE_V003_W0040,NL_STATIC_DENSE_V003,40,10,68.94,70.15,1.67,0.996,2.44,2.7889,75.066667,1.276667,0.995667,2.623333,-6.126667,0
NL_STATIC_DENSE_V003_W0041,NL_STATIC_DENSE_V003,41,10,71.06,72.8,0.58,0.998,2.57,0.3364,75.283333,1.636667,0.995,2.63,-4.223333,0
NL_STATIC_DENSE_V003_W0042,NL_STATIC_DENSE_V003,42,10,66.47,68.83,1.41,0.993,2.4,1.9881,70.543333,1.27,0.994667,2.513333,-4.073333,0
NL_STATIC_DENSE_V003_W0043,NL_STATIC_DENSE_V003,43,10,65.98,68.76,0.93,0.994,2.37,0.8649,68.823333,1.22,0.995667,2.47,-2.843333,0
NL_STATIC_DENSE_V003_W0044,NL_STATIC_DENSE_V003,44,10,70.12,71.16,0.69,0.994,2.56,0.4761,67.836667,0.973333,0.995,2.446667,2.283333,0
NL_STATIC_DENSE_V003_W0045,NL_STATIC_DENSE_V003,45,10,75.57,77.93,0.97,0.998,2.75,0.9409,67.523333,1.01,0.993667,2.443333,8.046667,0
NL_STATIC_DENSE_V003_W0046,NL_STATIC_DENSE_V003,46,10,63.61,65.14,0.53,0.993,2.46,0.2809,70.556667,0.863333,0.995333,2.56,-6.946667,0
NL_STATIC_DENSE_V003_W0047,NL_STATIC_DENSE_V003,47,10,89.23,91.92,0.54,0.999,3.08,0.2916,69.766667,0.73,0.995,2.59,19.463333,0
NL_STATIC_DENSE_V003_W0048,NL_STATIC_DENSE_V003,48,10,67.4,69.37,1.62,0.995,2.41,2.6244,76.136667,0.68,0.996667,2.763333,-8.736667,0
NL_STATIC_DENSE_V003_W0049,NL_STATIC_DENSE_V003,49,10,62.27,64.0,0.84,0.992,2.3,0.7056,73.413333,0.896667,0.995667,2.65,-11.143333,0
NL_STATIC_DENSE_V003_W0050,NL_STATIC_DENSE_V003,50,10,71.64,73.99,0.89,0.993,2.68,0.7921,72.966667,1.0,0.995333,2.596667,-1.326667,0
NL_STATIC_DENSE_V003_W0051,NL_STATIC_DENSE_V003,51,10,60.24,62.5,1.17,0.991,2.41,1.3689,67.103333,1.116667,0.993333,2.463333,-6.863333,0
NL_STATIC_DENSE_V003_W0052,NL_STATIC_DENSE_V003,52,10,84.21,86.13,1.32,0.994,2.81,1.7424,64.716667,0.966667,0.992,2.463333,19.493333,0
NL_STATIC_DENSE_V003_W0053,NL_STATIC_DENSE_V003,53,10,83.79,86.5,0.86,1.0,2.83,0.7396,72.03,1.126667,0.992667,2.633333,11.76,0
NL_STATIC_DENSE_V003_W0054,NL_STATIC_DENSE_V003,54,10,73.11,75.3,0.61,0.996,2.73,0.3721,76.08,1.116667,0.995,2.683333,-2.97,0
NL_STATIC_DENSE_V003_W0055,NL_STATIC_DENSE_V003,55,10,89.32,91.83,0.74,0.995,3.07,0.5476,80.37,0.93,0.996667,2.79,8.95,0
NL_STATIC_DENSE_V003_W0056,NL_STATIC_DENSE_V003,56,10,74.97,75.99,0.51,0.994,2.76,0.2601,82.073333,0.736667,0.997,2.876667,-7.103333,0
NL_STATIC_DENSE_V003_W0057,NL_STATIC_DENSE_V003,57,10,62.86,64.72,0.54,0.995,2.42,0.2916,79.133333,0.62,0.995,2.853333,-16.273333,0
NL_STATIC_DENSE_V003_W0058,NL_STATIC_DENSE_V003,58,10,82.83,84.57,1.09,0.998,2.95,1.1881,75.716667,0.596667,0.994667,2.75,7.113333,0
NL_STATIC_DENSE_V003_W0059,NL_STATIC_DENSE_V003,59,10,70.76,73.07,0.86,0.992,2.66,0.7396,73.553333,0.713333,0.995667,2.71,-2.793333,0
NL_STATIC_DENSE_V003_W0060,NL_STATIC_DENSE_V003,60,10,86.0,87.57,1.93,0.996,2.93,3.7249,72.15,0.83,0.995,2.676667,13.85,0
NL_STATIC_DENSE_V003_W0061,NL_STATIC_DENSE_V003,61,10,88.39,91.18,1.13,0.998,3.0,1.2769,79.863333,1.293333,0.995333,2.846667,8.526667,0
NL_STATIC_DENSE_V003_W0062,NL_STATIC_DENSE_V003,62,10,66.21,67.35,0.6,0.999,2.47,0.36,81.716667,1.306667,0.995333,2.863333,-15.506667,0
NL_STATIC_DENSE_V003_W0063,NL_STATIC_DENSE_V003,63,10,79.64,80.94,1.81,0.995,2.75,3.2761,80.2,1.22,0.997667,2.8,-0.56,0
NL_STATIC_DENSE_V003_W0064,NL_STATIC_DENSE_V003,64,10,75.68,76.78,1.96,0.992,2.66,3.8416,78.08,1.18,0.997333,2.74,-2.4,0
NL_STATIC_DENSE_V003_W0065,NL_STATIC_DENSE_V003,65,10,79.89,82.38,1.77,0.994,2.76,3.1329,73.843333,1.456667,0.995333,2.626667,6.046667,0
NL_STATIC_DENSE_V003_W0066,NL_STATIC_DENSE_V003,66,10,84.2,87.17,1.63,0.994,2.92,2.6569,78.403333,1.846667,0.993667,2.723333,5.796667,0
NL_STATIC_DENSE_V003_W0067,NL_STATIC_DENSE_V003,67,10,77.51,80.42,0.56,0.993,2.76,0.3136,79.923333,1.786667,0.993333,2.78,-2.413333,0
NL_STATIC_DENSE_V003_W0068,NL_STATIC_DENSE_V003,68,10,71.08,73.94,1.74,0.997,2.63,3.0276,80.533333,1.32,0.993667,2.813333,-9.453333,0
NL_STATIC_DENSE_V003_W0069,NL_STATIC_DENSE_V003,69,10,84.21,85.6,1.02,0.993,3.0,1.0404,77.596667,1.31,0.994667,2.77,6.613333,0
NL_STATIC_DENSE_V003_W0070,NL_STATIC_DENSE_V003,70,10,71.42,72.74,1.68,0.997,2.57,2.8224,77.6,1.106667,0.994333,2.796667,-6.18,0
NL_STATIC_DENSE_V003_W0071,NL_STATIC_DENSE_V003,71,10,67.05,69.46,1.73,0.995,2.58,2.9929,75.57,1.48,0.995667,2.733333,-8.52,0
NL_STATIC_DENSE_V003_W0072,NL_STATIC_DENSE_V003,72,10,76.58,78.37,0.7,0.999,2.65,0.49,74.226667,1.476667,0.995,2.716667,2.353333,0
NL_STATIC_DENSE_V003_W0073,NL_STATIC_DENSE_V003,73,10,78.75,80.89,1.75,0.999,2.67,3.0625,71.683333,1.37,0.997,2.6,7.066667,0
NL_STATIC_DENSE_V003_W0074,NL_STATIC_DENSE_V003,74,10,78.64,80.31,1.6,0.994,2.68,2.56,74.126667,1.393333,0.997667,2.633333,4.513333,0
NL_STATIC_DENSE_V003_W0075,NL_STATIC_DENSE_V003,75,10,71.22,74.11,1.46,0.997,2.61,2.1316,77.99,1.35,0.997333,2.666667,-6.77,0
